"points","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"29760","0.2738095238095238","0.125","0.096658955485826","0.1436377388160852","0.035343826189822035","0.14229036259824968","0.1475801657542281"
"29808","0.24999999999999997","0.10714285714285715","0.08892604114921276","0.11563114184848101","0.047213682104870355","0.1740812447184552","0.19471114744094153"
"29856","0.2351190476190476","0.14583333333333331","0.10524407131283882","0.17882625049994694","0.0332001265827242","0.10554687128699716","0.09741073562975358"
"29904","0.16369047619047616","0.08630952380952381","0.1326344742394719","0.07972289931011135","0.08489297457545499","0.11327207927792934","0.04169652741473856"
"29952","0.22916666666666663","0.14583333333333331","0.1848011944609851","0.09059393164805216","0.14283497716341428","0.199465558512386","0.10281948747887452"
"30000","0.2678571428571428","0.09523809523809525","0.15112150920974443","0.05534023507780095","0.10989772496435846","0.16148413698366448","0.19201789337547787"
"30048","0.24702380952380948","0.12202380952380952","0.1281128938450346","0.11573881913200838","0.11145812426623625","0.16583339030852437","0.1612653795198221"
"30096","0.26488095238095233","0.0505952380952381","0.07358613341071231","0.09296716100058117","0.07055864157915667","0.1756682641852339","0.1970474785328388"
"30144","0.29166666666666663","0.11904761904761905","0.08604457316517664","0.10415999723804495","0.05984954477435683","0.17383325026608953","0.2097908907826303"
"30192","0.26488095238095233","0.1636904761904762","0.10525471886792018","0.131885051842536","0.10379422811488027","0.1482340867679791","0.1679676871317629"
"30240","0.306547619047619","0.11607142857142856","0.07077699619541822","0.18070584450791438","0.07967526346656105","0.1841737321928661","0.2071722325863084"
"30288","0.2648809523809524","0.06845238095238093","0.07539572611608579","0.11556554060931586","0.07186383975091706","0.17641785381973096","0.11982250871874858"
"30336","0.2380952380952381","0.05952380952380953","0.062317066685502506","0.09029168728736091","0.04594485928847644","0.18523643518600216","0.1629343941877826"
"30384","0.24107142857142858","0.026785714285714274","0.07047563860370094","0.13588394057398262","0.06503653466455647","0.14131939460914875","0.12743070100847456"
